Category,Building,Level,Hitpoints,DPS,Cost,Time,Required Town Hall
Defenses,Hidden Tesla,1,600,34,250000,2h,7
Defenses,Hidden Tesla,2,630,40,350000,3h,7
Defenses,Hidden Tesla,3,660,48,500000,4h,7
Defenses,Hidden Tesla,4,690,55,600000,6h,8
Defenses,Hidden Tesla,5,730,64,800000,12h,8
Defenses,Hidden Tesla,6,770,75,1200000,1d,8
Defenses,Hidden Tesla,7,810,87,1400000,1d 6h,9
Defenses,Hidden Tesla,8,850,99,1600000,1d 12h,10
Defenses,Hidden Tesla,9,900,110,2100000,1d 18h,11
Defenses,Hidden Tesla,10,980,120,3000000,2d,12
Defenses,Hidden Tesla,11,1100,130,3100000,2d 12h,13
Defenses,Hidden Tesla,12,1200,140,3700000,3d,13
Defenses,Hidden Tesla,13,1350,150,5100000,3d 12h,14
Defenses,Hidden Tesla,14,1450,160,6500000,4d,15
Defenses,Hidden Tesla,15,1550,170,8200000,5d,16
Defenses,Hidden Tesla,16,1650,180,15000000,7d,17
Defenses,Hidden Tesla,17,1750,190,25000000,13d,18
Defenses,Inferno Tower,1,1500,30,1000000,12h,10
Defenses,Inferno Tower,2,1800,35,1200000,1d,10
Defenses,Inferno Tower,3,2100,40,2400000,2d,10
Defenses,Inferno Tower,4,2400,45,3400000,2d 12h,11
Defenses,Inferno Tower,5,2700,50,4000000,3d,11
Defenses,Inferno Tower,6,3000,55,6000000,4d,12
Defenses,Inferno Tower,7,3300,65,8000000,5d,13
Defenses,Inferno Tower,8,3700,80,9500000,6d,14
Defenses,Inferno Tower,9,4000,100,10000000,6d 12h,15
Defenses,Inferno Tower,10,4400,120,11000000,7d,16
Defenses,Inferno Tower,11,4800,140,16000000,8d,17
Defenses,Inferno Tower,12,5100,155,26500000,13d 12h,18
Defenses,Monolith,1,4747,150,200000,7d,15
Defenses,Monolith,2,5050,175,250000,8d,15
Defenses,Monolith,3,5353,193,260000,9d,16
Defenses,Monolith,4,5656,209,300000,11d,17
Defenses,Mortar,1,400,4,5000,30m,3
Defenses,Mortar,2,450,5,25000,1h,4
Defenses,Mortar,3,500,6,90000,2h,5
Defenses,Mortar,4,550,7,180000,3h,6
Defenses,Mortar,5,600,9,300000,6h,7
Defenses,Mortar,6,650,11,500000,8h,8
Defenses,Mortar,7,700,15,900000,12h,9
Defenses,Mortar,8,800,20,1200000,18h,10
Defenses,Mortar,9,950,25,1600000,20h,11
Defenses,Mortar,10,1100,30,1800000,1d,11
Defenses,Mortar,11,1300,35,2300000,1d 6h,12
Defenses,Mortar,12,1500,38,2400000,1d 12h,12
Defenses,Mortar,13,1700,42,2800000,2d,13
Defenses,Mortar,14,1950,48,4300000,2d 12h,14
Defenses,Mortar,15,2150,54,5000000,3d,15
Defenses,Mortar,16,2300,60,7000000,4d,16
Defenses,Mortar,17,2450,66,13000000,5d,17
Defenses,Mortar,18,2550,72,21000000,12d 12h,18
Defenses,Multi Archer Tower,1,5000,,12000000,7d,16
Defenses,Multi Gear Tower,1,4000,350,17000000,8d,17
Defenses,Revenge Tower,1,5800,,430000,13d 5s,18
Defenses,Ricochet Cannon,1,5400,360,12000000,7d,16
Defenses,Scattershot,1,3600,125,8000000,5d,13
Defenses,Scattershot,2,4200,150,9000000,7d,13
Defenses,Scattershot,3,4800,170,11000000,7d 12h,14
Defenses,Scattershot,4,5100,175,11500000,8d,15
Defenses,Scattershot,5,5410,180,12000000,8d 12h,16
Defenses,Scattershot,6,5600,185,16500000,9d,17
Defenses,Scattershot,7,5800,190,26500000,15d,18
Defenses,Spell Tower,1,2500,,9000000,7d,15
Defenses,Spell Tower,2,2800,,11000000,8d,15
Defenses,Spell Tower,3,3100,,12000000,8d 12h,15
Defenses,Spell Tower,4,3200,,27000000,10d,17
Defenses,Super Wizard Tower,1,6000,290,29000000,13d,18
Defenses,Unused2,1,300,7,250,5s,1000
Defenses,Unused3,1,300,7,250,5s,1000
Defenses,Unused4,1,300,7,250,5s,1000
Defenses,Unused5,1,300,7,250,5s,1000
Defenses,Unused6,1,300,7,250,5s,1000
Defenses,Wizard Tower,1,620,11,100000,1h,5
Defenses,Wizard Tower,2,650,13,150000,1h 30m,5
Defenses,Wizard Tower,3,680,16,250000,4h,6
Defenses,Wizard Tower,4,730,20,400000,8h,7
Defenses,Wizard Tower,5,840,24,550000,10h,8
Defenses,Wizard Tower,6,960,32,660000,12h,8
Defenses,Wizard Tower,7,1200,40,1000000,18h,9
Defenses,Wizard Tower,8,1440,45,1100000,20h,10
Defenses,Wizard Tower,9,1600,50,1300000,1d,10
Defenses,Wizard Tower,10,1900,62,2000000,1d 6h,11
Defenses,Wizard Tower,11,2120,70,2500000,1d 12h,12
Defenses,Wizard Tower,12,2240,78,2600000,1d 18h,13
Defenses,Wizard Tower,13,2500,84,3000000,2d,13
Defenses,Wizard Tower,14,2800,90,4500000,3d,14
Defenses,Wizard Tower,15,3000,95,5500000,4d,15
Defenses,Wizard Tower,16,3150,102,8000000,4d 12h,16
Defenses,Wizard Tower,17,3300,110,14000000,5d 12h,17
Defenses,X-Bow,1,1500,60,1000000,12h,9
Defenses,X-Bow,2,1900,70,1200000,1d,9
Defenses,X-Bow,3,2300,80,2400000,2d,9
Defenses,X-Bow,4,2700,85,2500000,2d 12h,10
Defenses,X-Bow,5,3100,95,3900000,3d,11
Defenses,X-Bow,6,3400,110,5000000,3d 12h,12
Defenses,X-Bow,7,3700,130,6000000,4d,13
Defenses,X-Bow,8,4000,155,7000000,4d 12h,13
Defenses,X-Bow,9,4200,185,9000000,5d,14
Defenses,X-Bow,10,4400,205,9500000,5d 12h,15
Defenses,X-Bow,11,4600,225,10000000,6d,16
Defenses,X-Bow,12,4800,235,16000000,8d,17
Defenses,X-Bow,13,5000,245,26000000,13d 12h,18
Hero Equipment,Archer Puppet,1,,28,120 / - / -,Instant,1
Hero Equipment,Archer Puppet,2,,37,240 / 20 / -,Instant,1
Hero Equipment,Archer Puppet,3,,46,400 / - / -,Instant,1
Hero Equipment,Archer Puppet,4,,54,600 / - / -,Instant,1
Hero Equipment,Archer Puppet,5,,61,840 / 100 / -,Instant,1
Hero Equipment,Archer Puppet,6,,68,1120 / - / -,Instant,1
Hero Equipment,Archer Puppet,7,,78,1440 / - / -,Instant,1
Hero Equipment,Archer Puppet,8,,88,1800 / 200 / -,Instant,1
Hero Equipment,Archer Puppet,9,,99,1900 / - / -,Instant,1
Hero Equipment,Archer Puppet,10,,110,2000 / - / -,Instant,3
Hero Equipment,Archer Puppet,11,,120,2100 / 400 / -,Instant,3
Hero Equipment,Archer Puppet,12,,127,2200 / - / -,Instant,3
Hero Equipment,Archer Puppet,13,,134,2300 / - / -,Instant,5
Hero Equipment,Archer Puppet,14,,140,2400 / 600 / -,Instant,5
Hero Equipment,Archer Puppet,15,,145,2500 / - / -,Instant,5
Hero Equipment,Archer Puppet,16,,150,2600 / - / -,Instant,7
Hero Equipment,Archer Puppet,17,,154,2700 / 600 / -,Instant,7
Hero Equipment,Archer Puppet,18,,159,N/A,Instant,7
Hero Equipment,Barbarian Puppet,1,309,,120 / - / -,Instant,1
Hero Equipment,Barbarian Puppet,2,385,,240 / 20 / -,Instant,1
Hero Equipment,Barbarian Puppet,3,467,,400 / - / -,Instant,1
Hero Equipment,Barbarian Puppet,4,564,,600 / - / -,Instant,1
Hero Equipment,Barbarian Puppet,5,649,,840 / 100 / -,Instant,1
Hero Equipment,Barbarian Puppet,6,734,,1120 / - / -,Instant,1
Hero Equipment,Barbarian Puppet,7,836,,1440 / - / -,Instant,1
Hero Equipment,Barbarian Puppet,8,940,,1800 / 200 / -,Instant,1
Hero Equipment,Barbarian Puppet,9,1045,,1900 / - / -,Instant,1
Hero Equipment,Barbarian Puppet,10,1155,,2000 / - / -,Instant,3
Hero Equipment,Barbarian Puppet,11,1265,,2100 / 400 / -,Instant,3
Hero Equipment,Barbarian Puppet,12,1445,,2200 / - / -,Instant,3
Hero Equipment,Barbarian Puppet,13,1755,,2300 / - / -,Instant,5
Hero Equipment,Barbarian Puppet,14,2087,,2400 / 600 / -,Instant,5
Hero Equipment,Barbarian Puppet,15,2444,,2500 / - / -,Instant,5
Hero Equipment,Barbarian Puppet,16,2703,,2600 / - / -,Instant,7
Hero Equipment,Barbarian Puppet,17,3093,,2700 / 600 / -,Instant,7
Hero Equipment,Barbarian Puppet,18,3366,,N/A,Instant,7
Hero Equipment,Earthquake Boots,1,209,13,120 / - / -,Instant,1
Hero Equipment,Earthquake Boots,2,244,15,240 / 20 / -,Instant,1
Hero Equipment,Earthquake Boots,3,278,17,400 / - / -,Instant,1
Hero Equipment,Earthquake Boots,4,313,19,600 / - / -,Instant,1
Hero Equipment,Earthquake Boots,5,348,21,840 / 100 / -,Instant,1
Hero Equipment,Earthquake Boots,6,383,23,1120 / - / -,Instant,1
Hero Equipment,Earthquake Boots,7,418,26,1440 / - / -,Instant,1
Hero Equipment,Earthquake Boots,8,452,28,1800 / 200 / -,Instant,1
Hero Equipment,Earthquake Boots,9,522,32,1900 / - / -,Instant,1
Hero Equipment,Earthquake Boots,10,677,40,2000 / - / -,Instant,3
Hero Equipment,Earthquake Boots,11,831,48,2100 / 400 / -,Instant,3
Hero Equipment,Earthquake Boots,12,986,55,2200 / - / -,Instant,3
Hero Equipment,Earthquake Boots,13,1200,63,2300 / - / -,Instant,5
Hero Equipment,Earthquake Boots,14,1500,71,2400 / 600 / -,Instant,5
Hero Equipment,Earthquake Boots,15,1800,79,2500 / - / -,Instant,5
Hero Equipment,Earthquake Boots,16,2100,86,2600 / - / -,Instant,7
Hero Equipment,Earthquake Boots,17,2300,94,2700 / 600 / -,Instant,7
Hero Equipment,Earthquake Boots,18,2500,102,N/A,Instant,7
Hero Equipment,Eternal Tome,1,,,120 / - / -,Instant,1
Hero Equipment,Eternal Tome,2,,,240 / 20 / -,Instant,1
Hero Equipment,Eternal Tome,3,,,400 / - / -,Instant,1
Hero Equipment,Eternal Tome,4,,,600 / - / -,Instant,1
Hero Equipment,Eternal Tome,5,,,840 / 100 / -,Instant,1
Hero Equipment,Eternal Tome,6,,,1120 / - / -,Instant,1
Hero Equipment,Eternal Tome,7,,,1440 / - / -,Instant,1
Hero Equipment,Eternal Tome,8,,,1800 / 200 / -,Instant,1
Hero Equipment,Eternal Tome,9,,,1900 / - / -,Instant,1
Hero Equipment,Eternal Tome,10,,,2000 / - / -,Instant,3
Hero Equipment,Eternal Tome,11,,,2100 / 400 / -,Instant,3
Hero Equipment,Eternal Tome,12,,,2200 / - / -,Instant,3
Hero Equipment,Eternal Tome,13,,,2300 / - / -,Instant,5
Hero Equipment,Eternal Tome,14,,,2400 / 600 / -,Instant,5
Hero Equipment,Eternal Tome,15,,,2500 / - / -,Instant,5
Hero Equipment,Eternal Tome,16,,,2600 / - / -,Instant,7
Hero Equipment,Eternal Tome,17,,,2700 / 600 / -,Instant,7
Hero Equipment,Eternal Tome,18,,,N/A,Instant,7
Hero Equipment,Giant Gauntlet,1,,17,120 / - / -,Instant,1
Hero Equipment,Giant Gauntlet,2,,20,240 / 20 / -,Instant,1
Hero Equipment,Giant Gauntlet,3,,23,400 / - / -,Instant,1
Hero Equipment,Giant Gauntlet,4,,26,600 / - / -,Instant,1
Hero Equipment,Giant Gauntlet,5,,29,840 / 100 / -,Instant,1
Hero Equipment,Giant Gauntlet,6,,32,1120 / - / -,Instant,1
Hero Equipment,Giant Gauntlet,7,,34,1440 / - / -,Instant,1
Hero Equipment,Giant Gauntlet,8,,37,1800 / 200 / 10,Instant,1
Hero Equipment,Giant Gauntlet,9,,43,1900 / - / -,Instant,1
Hero Equipment,Giant Gauntlet,10,,53,2000 / - / -,Instant,1
Hero Equipment,Giant Gauntlet,11,,63,2100 / 400 / 20,Instant,1
Hero Equipment,Giant Gauntlet,12,,74,2200 / - / -,Instant,1
Hero Equipment,Giant Gauntlet,13,,84,2300 / - / -,Instant,3
Hero Equipment,Giant Gauntlet,14,,94,2400 / 600 / 30,Instant,3
Hero Equipment,Giant Gauntlet,15,,104,2500 / - / -,Instant,3
Hero Equipment,Giant Gauntlet,16,,115,2600 / - / -,Instant,5
Hero Equipment,Giant Gauntlet,17,,125,2700 / 600 / 50,Instant,5
Hero Equipment,Giant Gauntlet,18,,135,2800 / - / -,Instant,5
Hero Equipment,Giant Gauntlet,19,,137,2900 / - / -,Instant,7
Hero Equipment,Giant Gauntlet,20,,140,3000 / 600 / 100,Instant,7
Hero Equipment,Giant Gauntlet,21,,142,3100 / - / -,Instant,7
Hero Equipment,Giant Gauntlet,22,,145,3200 / - / -,Instant,8
Hero Equipment,Giant Gauntlet,23,,147,3300 / 600 / 120,Instant,8
Hero Equipment,Giant Gauntlet,24,,150,3400 / - / -,Instant,8
Hero Equipment,Giant Gauntlet,25,,152,3500 / - / -,Instant,9
Hero Equipment,Giant Gauntlet,26,,155,3600 / 600 / 150,Instant,9
Hero Equipment,Giant Gauntlet,27,,160,N/A,Instant,9
Hero Equipment,Healer Puppet,1,132,,120 / - / -,Instant,5
Hero Equipment,Healer Puppet,2,154,,240 / 20 / -,Instant,5
Hero Equipment,Healer Puppet,3,177,,400 / - / -,Instant,5
Hero Equipment,Healer Puppet,4,199,,600 / - / -,Instant,5
Hero Equipment,Healer Puppet,5,221,,840 / 100 / -,Instant,5
Hero Equipment,Healer Puppet,6,243,,1120 / - / -,Instant,5
Hero Equipment,Healer Puppet,7,265,,1440 / - / -,Instant,5
Hero Equipment,Healer Puppet,8,287,,1800 / 200 / -,Instant,5
Hero Equipment,Healer Puppet,9,331,,1900 / - / -,Instant,5
Hero Equipment,Healer Puppet,10,402,,2000 / - / -,Instant,5
Hero Equipment,Healer Puppet,11,473,,2100 / 400 / -,Instant,5
Hero Equipment,Healer Puppet,12,543,,2200 / - / -,Instant,5
Hero Equipment,Healer Puppet,13,614,,2300 / - / -,Instant,5
Hero Equipment,Healer Puppet,14,685,,2400 / 600 / -,Instant,5
Hero Equipment,Healer Puppet,15,756,,2500 / - / -,Instant,5
Hero Equipment,Healer Puppet,16,826,,2600 / - / -,Instant,7
Hero Equipment,Healer Puppet,17,897,,2700 / 600 / -,Instant,7
Hero Equipment,Healer Puppet,18,968,,N/A,Instant,7
Hero Equipment,Healing Tome,1,92,,120 / - / -,Instant,6
Hero Equipment,Healing Tome,2,107,,240 / 20 / -,Instant,6
Hero Equipment,Healing Tome,3,122,,400 / - / -,Instant,6
Hero Equipment,Healing Tome,4,137,,600 / - / -,Instant,6
Hero Equipment,Healing Tome,5,153,,840 / 100 / -,Instant,6
Hero Equipment,Healing Tome,6,168,,1120 / - / -,Instant,6
Hero Equipment,Healing Tome,7,183,,1440 / - / -,Instant,6
Hero Equipment,Healing Tome,8,198,,1800 / 200 / -,Instant,6
Hero Equipment,Healing Tome,9,229,,1900 / - / -,Instant,6
Hero Equipment,Healing Tome,10,280,,2000 / - / -,Instant,6
Hero Equipment,Healing Tome,11,330,,2100 / 400 / -,Instant,6
Hero Equipment,Healing Tome,12,381,,2200 / - / -,Instant,6
Hero Equipment,Healing Tome,13,432,,2300 / - / -,Instant,6
Hero Equipment,Healing Tome,14,482,,2400 / 600 / -,Instant,6
Hero Equipment,Healing Tome,15,533,,2500 / - / -,Instant,6
Hero Equipment,Healing Tome,16,584,,2600 / - / -,Instant,7
Hero Equipment,Healing Tome,17,634,,2700 / 600 / -,Instant,7
Hero Equipment,Healing Tome,18,685,,N/A,Instant,7
Hero Equipment,Invisibility Vial,1,80,,120 / - / -,Instant,1
Hero Equipment,Invisibility Vial,2,100,,240 / 20 / -,Instant,1
Hero Equipment,Invisibility Vial,3,120,,400 / - / -,Instant,1
Hero Equipment,Invisibility Vial,4,140,,600 / - / -,Instant,1
Hero Equipment,Invisibility Vial,5,170,,840 / 100 / -,Instant,1
Hero Equipment,Invisibility Vial,6,200,,1120 / - / -,Instant,1
Hero Equipment,Invisibility Vial,7,250,,1440 / - / -,Instant,1
Hero Equipment,Invisibility Vial,8,300,,1800 / 200 / -,Instant,1
Hero Equipment,Invisibility Vial,9,340,,1900 / - / -,Instant,1
Hero Equipment,Invisibility Vial,10,380,,2000 / - / -,Instant,3
Hero Equipment,Invisibility Vial,11,420,,2100 / 400 / -,Instant,3
Hero Equipment,Invisibility Vial,12,460,,2200 / - / -,Instant,3
Hero Equipment,Invisibility Vial,13,500,,2300 / - / -,Instant,5
Hero Equipment,Invisibility Vial,14,540,,2400 / 600 / -,Instant,5
Hero Equipment,Invisibility Vial,15,580,,2500 / - / -,Instant,5
Hero Equipment,Invisibility Vial,16,620,,2600 / - / -,Instant,7
Hero Equipment,Invisibility Vial,17,660,,2700 / 600 / -,Instant,7
Hero Equipment,Invisibility Vial,18,700,,N/A,Instant,7
Hero Equipment,Life Gem,1,170,11,120 / - / -,Instant,1
Hero Equipment,Life Gem,2,184,13,240 / 20 / -,Instant,1
Hero Equipment,Life Gem,3,195,16,400 / - / -,Instant,1
Hero Equipment,Life Gem,4,205,19,600 / - / -,Instant,1
Hero Equipment,Life Gem,5,217,21,840 / 100 / -,Instant,1
Hero Equipment,Life Gem,6,230,23,1120 / - / -,Instant,1
Hero Equipment,Life Gem,7,255,25,1440 / - / -,Instant,1
Hero Equipment,Life Gem,8,282,27,1800 / 200 / -,Instant,1
Hero Equipment,Life Gem,9,312,32,1900 / - / -,Instant,1
Hero Equipment,Life Gem,10,344,36,2000 / - / -,Instant,3
Hero Equipment,Life Gem,11,381,43,2100 / 400 / -,Instant,3
Hero Equipment,Life Gem,12,398,47,2200 / - / -,Instant,3
Hero Equipment,Life Gem,13,415,53,2300 / - / -,Instant,5
Hero Equipment,Life Gem,14,432,57,2400 / 600 / -,Instant,5
Hero Equipment,Life Gem,15,449,61,2500 / - / -,Instant,5
Hero Equipment,Life Gem,16,466,66,2600 / - / -,Instant,7
Hero Equipment,Life Gem,17,483,70,2700 / 600 / -,Instant,7
Hero Equipment,Life Gem,18,500,75,N/A,Instant,7
Hero Equipment,Rage Gem,1,,12,120 / - / -,Instant,4
Hero Equipment,Rage Gem,2,,14,240 / 20 / -,Instant,4
Hero Equipment,Rage Gem,3,,16,400 / - / -,Instant,4
Hero Equipment,Rage Gem,4,,18,600 / - / -,Instant,4
Hero Equipment,Rage Gem,5,,20,840 / 100 / -,Instant,4
Hero Equipment,Rage Gem,6,,22,1120 / - / -,Instant,4
Hero Equipment,Rage Gem,7,,24,1440 / - / -,Instant,4
Hero Equipment,Rage Gem,8,,26,1800 / 200 / -,Instant,4
Hero Equipment,Rage Gem,9,,30,1900 / - / -,Instant,4
Hero Equipment,Rage Gem,10,,36,2000 / - / -,Instant,4
Hero Equipment,Rage Gem,11,,43,2100 / 400 / -,Instant,4
Hero Equipment,Rage Gem,12,,49,2200 / - / -,Instant,4
Hero Equipment,Rage Gem,13,,56,2300 / - / -,Instant,5
Hero Equipment,Rage Gem,14,,62,2400 / 600 / -,Instant,5
Hero Equipment,Rage Gem,15,,69,2500 / - / -,Instant,5
Hero Equipment,Rage Gem,16,,75,2600 / - / -,Instant,7
Hero Equipment,Rage Gem,17,,82,2700 / 600 / -,Instant,7
Hero Equipment,Rage Gem,18,,88,N/A,Instant,7
Hero Equipment,Rage Vial,1,,17,120 / - / -,Instant,1
Hero Equipment,Rage Vial,2,,22,240 / 20 / -,Instant,1
Hero Equipment,Rage Vial,3,,27,400 / - / -,Instant,1
Hero Equipment,Rage Vial,4,,32,600 / - / -,Instant,1
Hero Equipment,Rage Vial,5,,37,840 / 100 / -,Instant,1
Hero Equipment,Rage Vial,6,,42,1120 / - / -,Instant,1
Hero Equipment,Rage Vial,7,,48,1440 / - / -,Instant,1
Hero Equipment,Rage Vial,8,,54,1800 / 200 / -,Instant,1
Hero Equipment,Rage Vial,9,,60,1900 / - / -,Instant,1
Hero Equipment,Rage Vial,10,,66,2000 / - / -,Instant,3
Hero Equipment,Rage Vial,11,,72,2100 / 400 / -,Instant,3
Hero Equipment,Rage Vial,12,,79,2200 / - / -,Instant,3
Hero Equipment,Rage Vial,13,,86,2300 / - / -,Instant,5
Hero Equipment,Rage Vial,14,,94,2400 / 600 / -,Instant,5
Hero Equipment,Rage Vial,15,,104,2500 / - / -,Instant,5
Hero Equipment,Rage Vial,16,,112,2600 / - / -,Instant,7
Hero Equipment,Rage Vial,17,,120,2700 / 600 / -,Instant,7
Hero Equipment,Rage Vial,18,,128,N/A,Instant,7
Heroes,Archer Queen,1,3456,795,N/A,N/A,1
Heroes,Barbarian King,1,12725,678,N/A,N/A,1
Heroes,Battle Copter,1,3456,193,N/A,N/A,1
Heroes,Battle Machine,1,5380,290,N/A,N/A,1
Heroes,Grand Warden,1,2584,339,N/A,N/A,1
Heroes,Royal Champion,1,4298,575,N/A,N/A,1
Pets,Angry Jelly,1,2125,193,N/A,N/A,1
Pets,Diggy,1,5000,150,N/A,N/A,1
Pets,Electro Owl,1,3000,170,N/A,N/A,1
Pets,Frosty,1,3800,150,N/A,N/A,1
Pets,L.A.S.S.I,1,4500,400,N/A,N/A,1
Pets,Mighty Yak,1,6300,116,N/A,N/A,1
Pets,Phoenix,1,4200,250,N/A,N/A,1
Pets,Poison Lizard,1,2300,335,N/A,N/A,1
Pets,Spirit Fox,1,2800,180,N/A,N/A,1
Pets,Unicorn,1,2325,,N/A,N/A,1
Resources,Dark Elixir Drill,1,800,,180000,4h,7
Resources,Dark Elixir Storage,1,2000,,250000,8h,7
Resources,Elixir Collector,1,75,,150,5s,1
Resources,Elixir Storage,1,150,,300,10s,1
Resources,Gold Mine,1,75,,150,5s,1
Resources,Gold Storage,1,150,,300,10s,1
Resources,Sour Elixir Cauldron,1,1000,,N/A,N/A,1
Traps,Air Bomb,1,,,4000,Instant,1
Traps,Air Bomb,2,,,20000,30m,5
Traps,Air Bomb,3,,,75000,1h,7
Traps,Air Bomb,4,,,300000,4h,9
Traps,Air Bomb,5,,,550000,8h,11
Traps,Air Bomb,6,,,800000,12h,12
Traps,Air Bomb,7,,,1000000,14h,13
Traps,Air Bomb,8,,,1200000,16h,13
Traps,Air Bomb,9,,,2000000,1d,14
Traps,Air Bomb,10,,,3000000,1d 12h,15
Traps,Air Bomb,11,,,5000000,2d,16
Traps,Air Bomb,12,,,9500000,3d,17
Traps,Air Bomb,13,,,15000000,9d,18
Traps,Bomb,1,,,400,Instant,1
Traps,Bomb,2,,,1000,1m,3
Traps,Bomb,3,,,10000,5m,5
Traps,Bomb,4,,,40000,30m,7
Traps,Bomb,5,,,100000,1h,8
Traps,Bomb,6,,,230000,2h,9
Traps,Bomb,7,,,330000,3h,10
Traps,Bomb,8,,,500000,4h,11
Traps,Bomb,9,,,750000,6h,13
Traps,Bomb,10,,,1300000,12h,14
Traps,Bomb,11,,,2500000,18h,15
Traps,Bomb,12,,,4000000,1d,16
Traps,Bomb,13,,,8500000,2d,17
Traps,Bomb,14,,,14000000,8d,18
Traps,Giant Bomb,1,,,12500,Instant,1
Traps,Giant Bomb,2,,,75000,1h,6
Traps,Giant Bomb,3,,,220000,3h,8
Traps,Giant Bomb,4,,,750000,4h,10
Traps,Giant Bomb,5,,,900000,10h,11
Traps,Giant Bomb,6,,,1300000,11h,13
Traps,Giant Bomb,7,,,1500000,12h,13
Traps,Giant Bomb,8,,,2000000,1d,14
Traps,Giant Bomb,9,,,3200000,2d,15
Traps,Giant Bomb,10,,,5500000,2d 12h,16
Traps,Giant Bomb,11,,,10000000,4d,17
Traps,Giant Bomb,12,,,17000000,10d 12h,18
Traps,Seeking Air Mine,1,,,12000,Instant,1
Traps,Seeking Air Mine,2,,,600000,6h,9
Traps,Seeking Air Mine,3,,,1200000,12h,10
Traps,Seeking Air Mine,4,,,2500000,1d 12h,13
Traps,Seeking Air Mine,5,,,5000000,2d,15
Traps,Seeking Air Mine,6,,,6500000,3d,16
Traps,Seeking Air Mine,7,,,12000000,5d,17
Traps,Seeking Air Mine,8,,,19000000,11d 12h,18
Traps,Skeleton Trap,1,,,6000,Instant,1
Traps,Skeleton Trap,2,,,250000,5h,8
Traps,Skeleton Trap,3,,,400000,8h,9
Traps,Skeleton Trap,4,,,1000000,12h,10
Traps,Skeleton Trap,5,,,18000000,7d,18
Traps,Spring Trap,1,,,2000,Instant,1
Traps,Spring Trap,2,,,130000,1h,7
Traps,Spring Trap,3,,,240000,2h,8
Traps,Spring Trap,4,,,350000,3h,9
Traps,Spring Trap,5,,,800000,4h,10
Traps,Spring Trap,6,,,1000000,6h,11
Traps,Spring Trap,7,,,1700000,8h,12
Traps,Spring Trap,8,,,2000000,12h,13
Traps,Spring Trap,9,,,3000000,18h,14
Traps,Spring Trap,10,,,4000000,1d,15
Traps,Spring Trap,11,,,6000000,2d,16
Traps,Spring Trap,12,,,13000000,3d,17
Traps,Spring Trap,13,,,16000000,11d,18
Traps,Tornado Trap,1,,,1000000,Instant,11
Traps,Tornado Trap,2,,,2000000,1d,11
Traps,Tornado Trap,3,,,2500000,2d,12
Troops,Apprentice Warden,1,1950,215,N/A,N/A,1
Troops,Archer,1,76,46,N/A,N/A,1
Troops,Baby Dragon,1,2350,185,N/A,N/A,1
Troops,Balloon,1,1360,326,N/A,N/A,1
Troops,Barbarian,1,310,51,N/A,N/A,1
Troops,Bowler,1,860,160,N/A,N/A,1
Troops,Dragon,1,6000,430,N/A,N/A,1
Troops,Dragon Rider,1,6000,510,N/A,N/A,1
Troops,Druid,1,1850,,N/A,N/A,1
Troops,Electro Dragon,1,6700,500,N/A,N/A,1
Troops,Electro Titan,1,9200,270,N/A,N/A,1
Troops,Giant,1,3000,114,N/A,N/A,1
Troops,Goblin,1,166,82,N/A,N/A,1
Troops,Golem,1,10600,120,N/A,N/A,1
Troops,Headhunter,1,500,135,N/A,N/A,1
Troops,Healer,1,2100,,N/A,N/A,1
Troops,Hog Rider,1,1750,250,N/A,N/A,1
Troops,Ice Golem,1,4350,56,N/A,N/A,1
Troops,Lava Hound,1,9500,24,N/A,N/A,1
Troops,Miner,1,2050,195,N/A,N/A,1
Troops,Minion,1,140,92,N/A,N/A,1
Troops,PEKKA,1,8800,940,N/A,N/A,1
Troops,Root Rider,1,6700,125,N/A,N/A,1
Troops,Valkyrie,1,2900,255,N/A,N/A,1
Troops,Wall Breaker,1,170,126,N/A,N/A,1
Troops,Witch,1,650,260,N/A,N/A,1
Troops,Wizard,1,330,310,N/A,N/A,1
Troops,Yeti,1,4650,380,N/A,N/A,1
